Series Name,Series Code,Country Name,Country Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,35541,36132,36458,36350,36026,35639,35261,33852,33121,32553,31948,31791,32077
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,110316,109840,109308,108703,108083,107450,106912,105281,104924,104632,104332,103948,103698
"Population, total",SP.POP.TOTL,Sudan,SDN,32065241,32948155,33739933,34419624,35159792,35990704,37003245,41999059,43232093,44440486,45657202,46874204,48109006
"Population, total",SP.POP.TOTL,Suriname,SUR,533938,539987,546080,552146,558111,563947,569682,593715,600301,607065,612985,618040,623236
"Population, total",SP.POP.TOTL,Eswatini,SWZ,1089870,1094886,1099920,1105371,1111444,1118319,1125865,1160428,1169613,1180655,1192271,1201670,1210822
"Population, total",SP.POP.TOTL,Sweden,SWE,9219637,9298515,9378126,9449213,9519374,9600379,9696110,10175214,10278887,10353442,10415811,10486941,10536632
"Population, total",SP.POP.TOTL,Switzerland,CHE,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8514329,8575280,8638167,8704546,8775760,8849852
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,21474059,21827220,22337563,22730733,22605577,21495821,20072232,19333463,20098251,20772595,21324367,22125249,23227014
"Population, total",SP.POP.TOTL,Tajikistan,TJK,7324627,7468596,7621779,7784819,7956382,8136610,8326348,9128132,9337003,9543207,9750064,9952787,10143543
"Population, total",SP.POP.TOTL,Tanzania,TZA,42870884,43957933,45110527,46416031,47786137,49253643,50814552,58090443,59872579,61704518,63588334,65497748,67438106
"Population, total",SP.POP.TOTL,Thailand,THA,67328239,67813654,68270489,68712846,69157023,69578602,69960943,71127802,71307763,71475664,71601103,71697030,71801279
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1043076,1065540,1088486,1112976,1137676,1161555,1184830,1261845,1280438,1299995,1320942,1341296,1360596
"Population, total",SP.POP.TOTL,Togo,TGO,6222482,6398624,6571855,6748672,6926635,7106229,7288383,8046679,8243094,8442580,8644829,8848699,9053799
"Population, total",SP.POP.TOTL,Tonga,TON,106932,107144,107383,107611,107502,107089,106626,105150,104951,105254,106017,106858,107773
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1392803,1401191,1410296,1420020,1430377,1440729,1450661,1504709,1519955,1518147,1525663,1531044,1534937
"Population, total",SP.POP.TOTL,Tunisia,TUN,10680380,10784504,10895063,11032528,11174383,11300284,11428948,11933041,12049314,12161723,12262946,12356117,12458223
"Population, total",SP.POP.TOTL,Turkiye,TUR,71051678,72039206,73142150,74223629,75175827,76147624,77181884,81407204,82579440,83384680,84147318,84979913,85326000
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,5100083,5180957,5267970,5360811,5458682,5560095,5663152,6065066,6158420,6250438,6341855,6430770,6516100
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,27422,28581,29726,30816,32081,33594,34985,41487,43080,44276,45114,45703,46062
"Population, total",SP.POP.TOTL,Tuvalu,TUV,10272,10408,10550,10700,10854,10918,10899,10865,10956,11069,11204,11312,11396
"Population, total",SP.POP.TOTL,Uganda,UGA,30509862,31412520,32341728,33295738,34273295,35273570,36336539,41515395,42949080,44404611,45853778,47249585,48582334
"Population, total",SP.POP.TOTL,Ukraine,UKR,46258189,46053331,45870741,45706086,45593342,45489648,45272155,44690584,44474512,44207754,43848986,38000000,37000000
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,6988685,7992644,8481771,8575205,8664969,8751847,8835951,9140169,9211657,9287289,9365145,9441129,9516871
"Population, total",SP.POP.TOTL,United Kingdom,GBR,61806995,62276270,62766365,63258810,63700215,64128273,64602298,66460344,66836327,67081234,67026292,67791000,68350000
"Population, total",SP.POP.TOTL,United States,USA,304093966,306771529,309327143,311583481,313877662,316059947,318386329,326838199,328329953,331526933,332048977,333271411,334914895
"Population, total",SP.POP.TOTL,Uruguay,URY,3336126,3344156,3352651,3361637,3371133,3381180,3391662,3427042,3428409,3429086,3426260,3422794,3423108
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,27302800,27767400,28562400,29339400,29774500,30243200,30757700,32956100,33580350,34232050,34915100,35648100,36412350
"Population, total",SP.POP.TOTL,Vanuatu,VUT,233952,239689,245453,251294,257313,263534,269927,297298,304404,311685,319137,326740,334506
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,27933833,28327892,28715022,29096159,29470426,29838021,30193258,29825653,28971683,28490453,28199867,28301696,28838499
"Population, total",SP.POP.TOTL,Viet Nam,VNM,85597241,86482923,87411012,88349117,89301326,90267739,91235504,94914330,95776716,96648685,97468029,98186856,98858950
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,108397,108404,108357,108290,108188,108041,107882,107001,106669,106290,105870,105413,104917
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4569087,4685306,4803269,4922749,5043612,5165775
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,23329004,24029589,24743946,25475610,26223391,26984002,27753304,30790513,31546691,32284046,32981641,33696614,34449825
"Population, total",SP.POP.TOTL,Zambia,ZMB,12852966,13318087,13792086,14265814,14744658,15234976,15737793,17835893,18380477,18927715,19473125,20017675,20569737
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,12550347,12679810,12839771,13025785,13265331,13555422,13855753,15052184,15354608,15669666,15993524,16320537,16665409
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,2.00233326232255,3.56128837446668,2.89490410370988,3.68950830230738,4.07762772858795,3.46678830410982,3.65757606530364,2.88520797304849,2.90852909268743,3.13474690779163,2.85135765449931,2.53449831666733,2.66562820222961
Population growth (annual %),SP.POP.GROW,Albania,ALB,-0.767342959142321,-0.673894046451936,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.21579032012532,-1.14841763771287
Population growth (annual %),SP.POP.GROW,Algeria,DZA,1.70897167476718,1.79590393152832,1.85870199052442,1.89839428094337,1.94310213435967,1.9667158178046,1.97904881035906,1.9033254281097,1.83944488568624,1.73245672803153,1.65770320084269,1.62833925417918,1.55401932380535
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,-0.876432921866332,-0.943767847051186,-0.938173192497606,-0.987558296772346,-1.1462982343373,-1.30478202241628,-1.47894571116667,-2.12293567392473,-2.30413869890523,-2.4212497099907,-2.53017092647207,-1.70649548061895,-0.814183458237158
Population growth (annual %),SP.POP.GROW,Andorra,AND,-2.74035938783357,-2.93936722302096,-3.20999418688968,-1.34005355374823,0.630034574524577,0.497261875887559,0.355274942185653,1.58014708656145,1.75749125736997,1.76189129507448,1.70228822534561,0.994607149162366,0.330181899850107
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.67090920225351,3.69348247645612,3.73479765843852,3.75879638504539,3.75870252194126,3.73552542857565,3.68442896683492,3.46445698360985,3.39527779197097,3.26834840458456,3.16602986153025,3.09675267067326,3.03099631037773
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,1.49457906187611,1.5293679498773,1.3640660545341,1.19938337496143,1.0837075607137,0.934326293295174,0.831589247616481,0.554872965946274,0.534443400511753,0.592053942582792,0.597151594527623,0.581875832853236,0.568965860290507
Population growth (annual %),SP.POP.GROW,Argentina,ARG,0.992294094354656,1.01428389337816,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058,0.903771167435598
Population growth (annual %),SP.POP.GROW,Armenia,ARM,-0.700492224911231,-0.6431061166878,-0.609179750926293,-0.589489609644367,-0.498170160314836,-0.44829630947071,-0.395592881362063,-0.54025108197947,-0.564065542556681,-0.533006606500067,-0.522963242641951,-0.377102034390101,-0.0899173371650819
Population growth (annual %),SP.POP.GROW,Aruba,ABW,1.24139737678817,1.23323132057229,1.13154104048985,0.939355909629835,0.810230587788097,0.749301039347625,0.691615260101675,0.494795263046989,0.451969658863314,0.134255302359952,-0.0450446230906329,-0.0863922826549927,-0.157952665853709
Population growth (annual %),SP.POP.GROW,Australia,AUS,2.00391140524272,2.06083316277243,1.55570626204128,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.27269881377618,2.37089971050094
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.313041437661508,0.261953189906348,0.240394299500766,0.337080841831645,0.45593747231891,0.589387254692989,0.781541632525841,0.487071924768999,0.444673639004876,0.415176731565556,0.435671684056384,0.956287797076634,0.996275813585943
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,2.09985403259251,2.07614826384645,1.18978770786007,1.30300085487651,1.32876382733755,1.29344702700591,1.24820899735588,0.866316916370841,0.846646726414021,0.684365325388407,0.441197735816311,0.039507866238038,-0.288343752912047
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,1.42383464201547,1.43998810307513,1.40695589315095,1.2454535327817,1.08183699838334,0.934994065798907,0.898582547265484,0.720668948364001,0.657441084996389,0.471994444906908,0.352416997336031,0.508137884368941,0.641620859891635
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,6.4936855776179,6.03817950789,2.85774564487366,-0.12928111452105,1.05556298562381,2.95475711852975,3.84537935863732,2.07237016433842,0.459362584678761,-1.12524267833833,-0.966024840061971,0.611005553402689,0.897717864437942
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,0.887833017097369,0.880093475599957,1.1415513368569,1.21893869127295,1.24357124646827,1.26715729721878,1.24596020808779,1.16137846270492,1.1131724900167,1.14420974001656,1.14931847631384,1.0748367431585,1.02746498713519
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.437804768187742,0.423113733464088,0.335459437797166,0.281717462132222,0.257756861693629,0.241564354388319,0.226568487744075,0.179288797746607,0.175755759089405,0.182929163306018,0.180461453548187,0.154574639677083,0.127743395119193
Population growth (annual %),SP.POP.GROW,Belarus,BLR,-0.345415054298517,-0.245915441295321,-0.218522755959381,-0.234282914157686,-0.156617600248906,-0.0383800002667846,0.056151567510169,-0.213824206997671,-0.201786600970723,-0.42347525027949,-0.82823272086807,-0.804228426880244,-0.540824986374776
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.789976845480149,0.804599572619861,0.913639391631709,1.3010029017038,0.620163579337378,0.471340143966627,0.44392928847521,0.455184695275022,0.540461327098122,0.430996815099722,0.411601996532257,0.856132433382837,1.16366497533437
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.8194899348079,2.74280635114816,2.49432602566338,2.28109896258836,2.25663156677437,2.23816708234299,2.19427675238371,1.94863445386443,1.82301611890652,1.48622151575632,1.28562992065572,1.30164025141276,1.36088864482137
Population growth (annual %),SP.POP.GROW,Benin,BEN,2.94774231330122,2.94335369072878,2.93492666293192,2.92811115740547,2.91501212217311,2.89992060914312,2.92622897984691,2.92239218681089,2.88707408493347,2.82913811282206,2.75970517933377,2.70204108933956,2.66008514236957
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,0.591576774606153,0.554585139879867,-0.783118104363585,-0.863616495823495,0.361775877335588,0.312791570829084,0.210544188304464,0.0704274978050419,-0.0109521313739413,-0.0281681326390652,-0.202104144558527,-0.265391686795242,-0.166818835702156
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,1.18468503010311,1.14473127595882,1.11717717159158,1.10160983275966,1.08946783207717,1.06812304057562,1.0193598434941,0.787111572078005,0.701252583573764,0.655471789302584,0.642586172837449,0.63707753130368,0.63304453326495
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.72976143588269,1.71311404940389,1.69628237644672,1.67782849865133,1.65463539887486,1.62957319915505,1.60331510672219,1.48747419672442,1.45750439141779,1.33973922043111,1.19348671867883,1.1902748132628,1.336412296715
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-1.62201585384377,-1.67861781190568,-1.7340375845377,-1.79893469913603,-1.8542587666769,-1.55832890226336,-1.29347782804997,-1.16659481128762,-1.16608133465016,-1.26677102311527,-1.44065259604193,-1.15051398459433,-0.70384174302478
Population growth (annual %),SP.POP.GROW,Botswana,BWA,2.03026526526897,2.05499060689998,2.06095163216795,2.0055569612499,1.92085566899296,1.90562696994558,1.92508536769659,2.04278510078483,1.95085634796209,1.85098576387245,1.6367427551677,1.60475774255203,1.69845730907796
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.987284202776065,0.953147864558066,0.93941802248079,0.928589629509177,0.900343360601223,0.868346150167205,0.857834828724811,0.793768153848091,0.766107802084815,0.665176682246802,0.528590452919416,0.459583548488331,0.513716985680443
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,3.60230740187263,3.49553073401693,1.87551285025179,1.46261478346834,1.62818629726802,0.82694328769179,1.08975882376595,0.910677706943281,0.902459156305993,0.975300318670376,0.683520845329328,0.586286459995554,0.741533878612142
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,1.52495500833732,1.48232308730953,1.46041834447089,1.36744365525444,1.26910407285782,1.23862687064177,1.19611546302496,0.924880804854795,0.865282211615446,0.835902308961215,0.822461681539278,0.811520875721177,0.781345833219508
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.70192274454598,-0.644281362547054,-0.658275446635908,-0.641228920515067,-0.579220596364389,-0.559647217410859,-0.568389264052903,-0.722080405222853,-0.703905641117455,-0.60024151846542,-0.814846471528947,-6.18725298204958,-0.538593661595979
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,2.94356863526933,2.9314075345183,2.93926755839508,2.96973830872596,3.03188007722477,3.00842195462805,2.97977849923872,2.76868116258088,2.70387556725288,2.68878766730686,2.65037591522147,2.55998839127434,2.51606040251666
Population growth (annual %),SP.POP.GROW,Burundi,BDI,4.11209752356589,5.07844376468302,4.67947760941816,3.54274498118795,3.52997284776032,3.55110770404353,3.3458633833966,2.98382355303175,3.26424857025887,2.86708219532744,2.67247846179476,2.66016084004174,2.67147850336685
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,1.10397557326972,1.03356365735023,1.07518998845602,1.20318062074503,1.19524498910285,1.13168973985358,1.13001379235817,1.09986005170242,1.01513458042928,0.96752416855618,0.90298888332359,0.884624344860865,0.928494014669758
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.65663905731394,1.50789194873236,1.45722988351436,1.4538734073168,1.44928419333369,1.43049971596447,1.3977751944463,1.22144565921597,1.13244216195679,1.16005769739725,1.16513584860257,1.07216738142292,1.04996511061926
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.83697090124967,2.84662200490483,2.85121531529997,2.83123673541846,2.81498378244419,2.81353839574426,3.03550756998046,2.7637376380325,2.7748797807221,2.71185365793296,2.63581940586039,2.59810258830226,2.59113967946452
Population growth (annual %),SP.POP.GROW,Canada,CAN,1.083871149194,1.14470768476526,1.11135202971694,0.97540725097113,1.08374652233653,1.05338098055318,1.00142284689661,1.43322615679352,1.46171259938134,1.08436897113225,0.553902422386893,1.81192255344382,2.93227401162387
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,2.92965280884495,2.85196480411381,2.75993369995976,2.58853873843781,2.43532400043746,2.3499412828226,2.28758988319717,2.02863766124782,1.90819265891466,1.76406837687354,1.21820372930296,0.83308238204777,0.875266427063587
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,2.07326328004891,2.15485409702233,2.071208345015,1.53227695856897,0.868655128872181,0.608247676561223,-0.0769490230926806,1.94305862344608,2.22336107125156,2.5340939316943,2.11363722558977,2.21079511675969,2.88270795208001
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.44588600538683,3.51855423082844,3.40849096495518,3.49444952100308,3.48762940257558,3.55701932397684,3.56998546576354,3.37812774879537,3.29458272753979,3.16053305963688,3.16388750517031,3.11502218647071,3.08482215474986
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.812484157524789,0.803367355727897,0.77530181672538,0.562984406870747,0.50689022702539,0.736777668306596,0.697214600852119,1.22958532233632,1.27783031331199,1.00023446187106,0.913338674061597,0.80516754536027,0.725194564039875
Population growth (annual %),SP.POP.GROW,Chile,CHL,1.00084678976019,1.02694120751704,1.0090337555584,0.991361115471139,0.974635115583974,0.964976309009339,1.00681495918115,1.79596279901203,1.7913919716665,1.36064363430941,0.994344898418259,0.565514127974157,0.131811438677878
